data_type,field_pt,date,year,month,day,locality,site,bar,org_stn,station,transect,tran_length,easting,northing,elev_m,pt_type,collector,el_type,gear,location
ELEVATION,4734,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296457.020,3235882.931,-0.572,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4735,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296457.559,3235883.337,-0.931,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4736,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296460.939,3235876.955,-0.897,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4737,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296460.704,3235876.522,-0.582,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4738,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296460.256,3235876.220,-0.509,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4739,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296459.676,3235876.152,-0.455,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4740,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296459.250,3235875.780,-0.536,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4741,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296458.810,3235875.473,-0.535,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4742,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296458.285,3235875.060,-0.507,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4743,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296457.977,3235875.117,-0.481,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4744,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296457.543,3235874.795,-0.557,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4745,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296456.705,3235874.602,-0.568,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4746,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296456.321,3235874.376,-0.587,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4747,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296455.828,3235874.230,-0.577,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4748,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296455.257,3235874.239,-0.433,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4749,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296454.912,3235873.809,-0.501,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4750,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296454.467,3235873.942,-0.483,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4751,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296454.127,3235873.698,-0.442,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4752,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296453.819,3235873.353,-0.464,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4753,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296453.424,3235872.941,-0.542,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4754,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296452.916,3235872.626,-0.572,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4755,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296452.503,3235872.357,-0.902,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4756,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296461.569,3235855.728,-0.860,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4757,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296462.116,3235855.845,-0.575,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4758,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296462.660,3235856.446,-0.538,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4759,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296463.092,3235856.603,-0.572,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4760,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296463.414,3235857.042,-0.549,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4761,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296464.056,3235857.098,-0.533,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4762,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296464.503,3235857.341,-0.544,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4763,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296464.884,3235857.651,-0.429,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4764,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296465.336,3235857.422,-0.517,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4765,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296465.869,3235858.353,-0.576,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4766,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296466.333,3235858.409,-0.524,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4767,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296466.925,3235858.682,-0.586,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4768,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296467.571,3235858.690,-0.581,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4769,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296467.917,3235858.645,-0.570,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4770,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296468.205,3235858.790,-0.508,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4771,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296468.657,3235858.927,-0.580,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4772,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296468.873,3235859.434,-0.533,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4773,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296469.264,3235859.783,-0.528,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4774,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296469.760,3235859.964,-0.575,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4775,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296470.406,3235860.214,-0.578,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4776,10/4/2018,2018,10,4,LC,O,20,N_A,LCO20,-999,-999,296470.987,3235860.729,-0.892,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4777,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296480.670,3235787.022,-1.098,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4778,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296481.529,3235787.086,-0.577,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4779,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296482.159,3235787.244,-0.579,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4780,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296483.035,3235787.767,-0.563,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4781,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296483.692,3235788.063,-0.563,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4782,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296484.383,3235788.573,-0.565,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4783,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296484.943,3235789.087,-0.585,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4784,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296485.854,3235789.415,-0.583,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4785,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296486.722,3235789.771,-0.569,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4786,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296487.449,3235790.186,-0.589,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4787,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296488.322,3235790.462,-0.569,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4788,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296488.628,3235790.832,-0.564,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4789,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296489.295,3235790.891,-1.109,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4790,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296501.329,3235766.104,-0.985,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4791,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296501.062,3235765.633,-0.556,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4792,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296500.381,3235765.321,-0.493,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4793,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296499.963,3235764.974,-0.539,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4794,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296499.402,3235764.325,-0.516,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4795,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296498.946,3235764.511,-0.540,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4796,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296498.312,3235764.311,-0.578,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4797,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296497.835,3235763.823,-0.548,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4798,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296497.381,3235763.620,-0.538,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4799,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296496.776,3235763.268,-0.537,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4800,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296496.136,3235763.179,-0.543,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4801,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296495.435,3235762.745,-0.573,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4802,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296494.846,3235762.548,-0.563,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4803,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296494.324,3235762.135,-0.554,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4804,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296493.838,3235761.931,-0.546,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4805,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296493.056,3235761.274,-1.006,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4806,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296494.499,3235758.676,-0.963,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4807,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296494.811,3235758.780,-0.554,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4808,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296495.262,3235759.266,-0.542,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4809,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296495.792,3235759.361,-0.561,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4810,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296496.304,3235759.742,-0.576,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4811,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296496.810,3235760.031,-0.529,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4812,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296497.627,3235760.280,-0.528,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4813,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296498.146,3235760.462,-0.582,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4814,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296498.620,3235760.591,-0.572,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4815,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296499.225,3235760.803,-0.551,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4816,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296499.797,3235761.214,-0.586,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4817,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296500.405,3235761.533,-0.523,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4818,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296501.023,3235761.791,-0.562,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4819,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296501.859,3235761.923,-0.502,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4820,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296502.367,3235762.356,-0.583,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4821,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296503.022,3235762.809,-1.048,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4822,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296512.170,3235745.293,-0.929,N_A,DANIEL_GORE,GS,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4823,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296511.585,3235744.786,-0.583,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4824,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296510.767,3235744.822,-0.561,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4825,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296510.532,3235744.260,-0.525,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4826,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296510.214,3235743.864,-0.563,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4827,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296509.466,3235743.385,-0.591,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4828,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296509.153,3235742.706,-0.589,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4829,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296508.772,3235742.330,-0.548,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4830,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296508.510,3235742.228,-0.444,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4831,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296508.172,3235741.787,-0.564,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4832,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296507.509,3235741.162,-0.408,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4833,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296507.156,3235740.902,-0.563,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4834,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296506.514,3235740.634,-0.390,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4835,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296506.271,3235740.002,-0.562,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4836,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296505.722,3235740.049,-0.495,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
ELEVATION,4837,10/9/2018,2018,10,9,LC,O,21,N_A,LCO21,-999,-999,296505.295,3235740.002,-0.520,N_A,DANIEL_GORE,ROCK TOP,TOPCON_HIPER_V_RTK,T:\Oyster Project\oyster_project2\project_task_working\t7_data_management\gis
