obs,date,year,month,day,locality,site,bar,station,quadrat,counter,live_dead,size,count,treatment
13221,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.9,1,control
13222,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,45.7,1,control
13223,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,26.1,1,control
13224,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,39.6,1,control
13225,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,26.8,1,control
13226,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13227,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,1,control
13228,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,1,control
13229,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13230,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,24.8,1,control
13231,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,35.2,1,control
13232,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.1,1,control
13233,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.6,1,control
13234,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,23.7,1,control
13235,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42,1,control
13236,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.1,1,control
13237,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,37.6,1,control
13238,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39,1,control
13239,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,33.8,1,control
13240,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,33.5,1,control
13241,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,25.4,1,control
13242,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36,1,control
13243,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.1,1,control
13244,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,37.6,1,control
13245,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.2,1,control
13246,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.9,1,control
13247,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,48.9,1,control
13248,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.5,1,control
13249,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,49.2,1,control
13250,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.3,1,control
13251,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.7,1,control
13252,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,50.2,1,control
13253,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,20,1,control
13254,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.3,1,control
13255,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.7,1,control
13256,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.7,1,control
13257,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.5,1,control
13258,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.6,1,control
13259,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.6,1,control
13260,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.7,1,control
13261,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.8,1,control
13262,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.6,1,control
13263,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.8,1,control
13264,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13265,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.6,1,control
13266,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.4,1,control
13267,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,19.6,1,control
13268,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.6,1,control
13269,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,22.6,1,control
13270,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36.4,1,control
13271,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13272,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.1,1,control
13273,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.6,1,control
13274,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,23.7,1,control
13275,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42,1,control
13276,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.1,1,control
13277,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,37.6,1,control
13278,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39,1,control
13279,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,33.8,1,control
13280,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,33.5,1,control
13281,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,25.4,1,control
13282,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36,1,control
13283,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.1,1,control
13284,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,37.6,1,control
13285,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.2,1,control
13286,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.9,1,control
13287,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,48.9,1,control
13288,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.5,1,control
13289,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,49.2,1,control
13290,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.3,1,control
13291,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.7,1,control
13292,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,50.2,1,control
13293,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,20,1,control
13294,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,43.3,1,control
13295,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.7,1,control
13296,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.7,1,control
13297,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.5,1,control
13298,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.6,1,control
13299,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.6,1,control
13300,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.7,1,control
13301,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.8,1,control
13302,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,27.6,1,control
13303,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.8,1,control
13304,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13305,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.6,1,control
13306,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,39.4,1,control
13307,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,19.6,1,control
13308,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.6,1,control
13309,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,22.6,1,control
13310,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36.4,1,control
13311,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13312,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,24.8,1,control
13313,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,35.2,1,control
13314,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,5,control
13315,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,27,control
13316,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,27,control
13317,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,5,control
13318,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13319,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,48.2,1,control
13320,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.5,1,control
13321,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.6,1,control
13322,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.2,1,control
13323,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,54.1,1,control
13324,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35,1,control
13325,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,28.4,1,control
13326,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.1,1,control
13327,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.2,1,control
13328,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,29.5,1,control
13329,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.2,1,control
13330,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,16.2,1,control
13331,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.6,1,control
13332,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.9,1,control
13333,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,31.2,1,control
13334,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,47.4,1,control
13335,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,45.4,1,control
13336,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13337,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.7,1,control
13338,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.2,1,control
13339,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36.5,1,control
13340,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.6,1,control
13341,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,48.2,1,control
13342,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.5,1,control
13343,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,30.6,1,control
13344,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.2,1,control
13345,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,54.1,1,control
13346,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35,1,control
13347,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,28.4,1,control
13348,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.1,1,control
13349,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,40.2,1,control
13350,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,29.5,1,control
13351,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,38.2,1,control
13352,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,16.2,1,control
13353,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.6,1,control
13354,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.9,1,control
13355,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,31.2,1,control
13356,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,47.4,1,control
13357,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,45.4,1,control
13358,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,32.8,1,control
13359,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,34.7,1,control
13360,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,42.2,1,control
13361,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,36.5,1,control
13362,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,35.6,1,control
13363,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13364,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,3,control
13365,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,15,control
13366,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,15,control
13367,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,3,control
13368,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13369,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,10,control
13370,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,10,control
13371,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,0,control
13372,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,6,control
13373,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,29,control
13374,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,29,control
13375,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,6,control
13376,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,1,control
13377,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,22,control
13378,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,22,control
13379,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,1,control
13380,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,1,control
13381,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,13,control
13382,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,L,-999,13,control
13383,12/8/2010,2010,12,8,HB,I,2,HBI2,-999,FREDERICK,D,-999,1,control
13384,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13385,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,-999,21,control
13386,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,-999,21,control
13387,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13388,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13389,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,-999,1,control
13390,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,-999,1,control
13391,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13392,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13393,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,30.1,1,control
13394,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,39.8,1,control
13395,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,49.3,1,control
13396,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13397,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.2,1,control
13398,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,33.1,1,control
13399,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,50.2,1,control
13400,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,49.9,1,control
13401,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.7,1,control
13402,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,51.5,1,control
13403,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,22,1,control
13404,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.8,1,control
13405,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,25.8,1,control
13406,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.2,1,control
13407,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,30.6,1,control
13408,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,61.6,1,control
13409,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,25.4,1,control
13410,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,26.9,1,control
13411,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.5,1,control
13412,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.9,1,control
13413,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13414,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,48.2,1,control
13415,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,46,1,control
13416,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13417,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,41.2,1,control
13418,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,43.2,1,control
13419,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,40.7,1,control
13420,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,61,1,control
13421,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,20.1,1,control
13422,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,48.9,1,control
13423,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,37,1,control
13424,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,42.4,1,control
13425,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,26.6,1,control
13426,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,41.8,1,control
13427,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,22.3,1,control
13428,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,51.6,1,control
13429,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,42.5,1,control
13430,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,39.1,1,control
13431,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,30.1,1,control
13432,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,39.8,1,control
13433,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,49.3,1,control
13434,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13435,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.2,1,control
13436,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,33.1,1,control
13437,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,50.2,1,control
13438,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,49.9,1,control
13439,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.7,1,control
13440,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,51.5,1,control
13441,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,22,1,control
13442,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.8,1,control
13443,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,25.8,1,control
13444,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.2,1,control
13445,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,30.6,1,control
13446,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,61.6,1,control
13447,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,25.4,1,control
13448,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,26.9,1,control
13449,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.5,1,control
13450,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.9,1,control
13451,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13452,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,48.2,1,control
13453,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,46,1,control
13454,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45,1,control
13455,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,41.2,1,control
13456,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,43.2,1,control
13457,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,40.7,1,control
13458,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,61,1,control
13459,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,20.1,1,control
13460,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,48.9,1,control
13461,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,37,1,control
13462,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,42.4,1,control
13463,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,26.6,1,control
13464,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,41.8,1,control
13465,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,22.3,1,control
13466,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,51.6,1,control
13467,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,42.5,1,control
13468,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,39.1,1,control
13469,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,-999,0,control
13470,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,48.9,1,control
13471,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,52.1,1,control
13472,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.8,1,control
13473,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,17.9,1,control
13474,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45.6,1,control
13475,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,54.4,1,control
13476,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,56.2,1,control
13477,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,21.2,1,control
13478,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,17.5,1,control
13479,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,52.1,1,control
13480,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,31.8,1,control
13481,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,17.9,1,control
13482,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,45.6,1,control
13483,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,54.4,1,control
13484,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,56.2,1,control
13485,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,21.2,1,control
13486,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,17.5,1,control
13487,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,48.9,1,control
13488,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,D,68.6,1,control
13489,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,35,1,control
13490,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,28.5,1,control
13491,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,27.8,1,control
13492,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,32.9,1,control
13493,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,27.6,1,control
13494,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,59.1,1,control
13495,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,23.8,1,control
13496,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,55.3,1,control
13497,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,20.3,1,control
13498,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,50.4,1,control
13499,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,18.1,1,control
13500,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,26.5,1,control
13501,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,20,1,control
13502,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,42.3,1,control
13503,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,34.3,1,control
13504,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,33.3,1,control
13505,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,24.3,1,control
13506,12/8/2010,2010,12,8,HB,I,3,HBI3,-999,FREDERICK,L,22.1,1,control
